PRAMEF1	1	+	12774132	12778810
HNRPCL1	1	-	12829849	12831165
PRAMEF2	1	+	12839527	12844351
PRAMEF4	1	-	12861631	12868612
PRAMEF10	1	-	12875313	12880675
PRAMEF8	1	+	12899036	12903153
PRAMEF7	1	+	12900099	12902819
PRAMEF6	1	-	12921092	12924935
PRAMEF5	1	-	13031100	13040338
PRAMEF3	1	-	13200782	13204279
PRAMEF5	1	+	13232405	13241644
PRAMEF6	1	+	13237477	13241319
PRAMEF8	1	-	13259235	13263352
PRAMEF9	1	+	13293762	13300778
PRAMEF16	1	+	13367840	13370844
PRAMEF8	1	-	13480020	13484137
PRAMEF7	1	-	13480354	13483074
PRAMEF9	1	+	13514559	13521575
PDPN	1	+	13782838	13817037
PDPN	1	+	13784553	13817037
PRDM2	1	+	13903936	14024162
PRDM2	1	+	13903936	13987156
PRDM2	1	+	13948462	13987156
KIAA1026	1	+	14797799	15264879
KIAA1026	1	+	15123212	15265159
KIAA1026	1	+	15128882	15264879
KIAA1026	1	+	15145001	15264879
FLJ43806	1	+	15300683	15317125
C1orf126	1	-	15315035	15351547
TMEM51	1	+	15352815	15419459
EFHD2	1	+	15609027	15629421
CTRC	1	+	15637524	15645740
ELA2A	1	+	15655810	15671167
ELA2B	1	+	15675182	15690481
CASP9	1	-	15691383	15723377
DNAJC16	1	+	15725938	15770813
AGMAT	1	-	15771738	15784192
DDI2	1	+	15816656	15859335
RSC1A1	1	+	15858950	15860803
SLC25A34	1	+	15935395	15940471
LOC388595	1	+	15941503	15947062
FBLIM1	1	+	15957841	15985673
FBLIM1	1	+	15963580	15974302
FBLIM1	1	+	15964045	15985673
SPEN	1	+	16046945	16139537
ZBTB17	1	-	16140952	16175101
C1orf64	1	+	16203317	16205767
HSPB7	1	-	16213111	16217538
CLCNKA	1	+	16221072	16233131
CLCNKB	1	+	16242938	16256063
C1orf117	1	-	16256851	16272682
EPHA2	1	-	16323419	16355151
ARHGEF19	1	-	16397185	16411691
C1orf89	1	-	16430782	16436033
FBXO42	1	-	16449146	16551535
C1orf144	1	+	16566306	16595451
SPATA21	1	-	16597724	16636506
NECAP2	1	+	16639819	16659159
LOC440570	1	-	16732936	16736070
NBPF1	1	-	16762998	16812569
NBPF10	1	-	16762998	16791276
LOC440570	1	+	17070026	17073161
CROCC	1	+	17121031	17172047
MFAP2	1	-	17173585	17180668
MFAP2	1	-	17173585	17179726
ATP13A2	1	-	17185039	17210854
SDHB	1	-	17217813	17253252
PADI2	1	-	17267839	17318517
PADI1	1	+	17404216	17443933
PADI3	1	+	17448179	17483312
PADI4	1	+	17507278	17563082
PADI6	1	+	17571327	17600782
RCC2	1	-	17605865	17638807
ARHGEF10L	1	+	17738916	17896956
ARHGEF10L	1	+	17779634	17896956
ACTL8	1	+	17954430	18026143
IGSF21	1	+	18306826	18577563
KLHDC7A	1	+	18680010	18685065
PAX7	1	+	18830086	18935218
TAS1R2	1	-	19038679	19058742
ALDH4A1	1	-	19070512	19101659
ZUBR1	1	-	19273588	19409333
KIAA0090	1	-	19417171	19450633
MRTO4	1	+	19450661	19459208
AFAR3	1	-	19465064	19473022
AKR7A3	1	-	19481643	19487867
AKR7A2	1	-	19503050	19511227
PQLC2	1	+	19511326	19528380
CAPZB	1	-	19537859	19684579
LOC644083	1	+	19597959	19600295
C1orf151	1	+	19796053	19827761
NBL1	1	+	19842312	19857532
NBL1	1	+	19843394	19857532
HTR6	1	+	19864366	19878641
TMCO4	1	-	19881323	19998997
RNF186	1	-	20013109	20014358
PLA2G2E	1	-	20119387	20122697
PLA2G2A	1	-	20174517	20179496
PLA2G5	1	+	20269287	20290980
PLA2G2D	1	-	20311027	20318595
PLA2G2F	1	+	20338405	20349459
UBXD3	1	+	20385164	20392528
FLJ32784	1	+	20490016	20538302
CAMK2N1	1	-	20681471	20685315
C1orf166	1	-	20698529	20707241
FAM43B	1	+	20751518	20754087
CDA	1	+	20788030	20817985
PINK1	1	+	20832534	20850590
DDOST	1	-	20850846	20860624
KIF17	1	-	20863095	20917097
HP1BP3	1	-	20942214	20979620
EIF4G3	1	-	21005562	21375927
ECE1	1	-	21418938	21489494
NBPF3	1	+	21639217	21683979
ALPL	1	+	21708444	21777491
RAP1GAP	1	-	21795301	21868386
USP48	1	-	21877380	21982275
USP48	1	-	21926926	21982275
LDLRAD2	1	+	22011344	22024301
HSPG2	1	-	22021324	22136334
ELA3B	1	+	22176004	22188432
ELA3A	1	+	22200735	22211620
CDC42	1	+	22251706	22292022
CDC42	1	+	22251706	22289882
WNT4	1	-	22318786	22342197
ZBTB40	1	+	22650936	22727567
EPHA8	1	+	22762590	22788690
EPHA8	1	+	22762590	22802674
C1QA	1	+	22835704	22838761
C1QC	1	+	22842733	22847189
C1QB	1	+	22852268	22860615
EPHB2	1	+	22909917	23114409
AOF2	1	+	23218532	23282771
LUZP1	1	-	23284037	23367925
HTR1D	1	-	23390975	23393809
HNRPR	1	-	23508863	23543371
ZNF436	1	-	23558528	23567466
ZNF436	1	-	23558528	23568944
C1orf213	1	+	23568050	23570865
TCEA3	1	-	23580141	23623848
DDEFL1	1	-	23627642	23683258
E2F2	1	-	23705508	23730300
ID3	1	-	23757042	23758872
RPL11	1	+	23890880	23895500
TCEB3	1	+	23942548	23958970
C1orf128	1	+	23977474	23987307
LYPLA2	1	+	23990232	23994614
GALE	1	-	23994675	23999881
GALE	1	-	23994675	23999621
HMGCL	1	-	24000954	24024536
FUCA1	1	-	24044160	24067408
CNR2	1	-	24073047	24112404
PNRC2	1	+	24158916	24162518
FUSIP1	1	-	24165525	24179408
FUSIP1	1	-	24168159	24179408
MYOM3	1	-	24255121	24294080
IL22RA1	1	-	24318847	24342198
IL28RA	1	-	24353234	24386338
GRHL3	1	+	24518467	24554394
GRHL3	1	+	24522116	24554394
C1orf201	1	-	24556076	24600536
NPAL3	1	+	24614904	24671985
DSCR1L2	1	+	24701973	24735012
C1orf130	1	+	24755188	24808403
SRRM1	1	+	24842180	24872358
CLIC4	1	+	24944434	25043345
RUNX3	1	-	25098589	25129357
RUNX3	1	-	25098589	25164088
SYF2	1	-	25421355	25431600
C1orf63	1	-	25441327	25446572
RHD	1	+	25471567	25529522
TMEM50A	1	+	25537397	25561437
RHCE	1	-	25561327	25619950
TMEM57	1	+	25630005	25698515
LDLRAP1	1	+	25742752	25767962
MAN1C1	1	+	25816545	25983522
SEPN1	1	+	25999253	26017300
FAM54B	1	+	26019270	26032014
C1orf135	1	-	26033083	26058435
PAQR7	1	-	26060562	26070331
C1orf215	1	-	26083258	26091685
STMN1	1	-	26099194	26105955
STMN1	1	-	26099194	26105580
STMN1	1	-	26099194	26105231
PAFAH2	1	-	26159901	26197235
EXTL1	1	+	26220857	26235539
SLC30A2	1	-	26237100	26245191
TRIM63	1	-	26250384	26266708
PDIK1L	1	+	26310917	26324622
GRRP1	1	+	26358097	26361705
ZNF593	1	+	26369016	26369947
CNKSR1	1	+	26376589	26388960
CATSPER4	1	+	26389705	26401619
CCDC21	1	+	26433279	26477886
SH3BGRL3	1	+	26478799	26480599
UBXD5	1	-	26481361	26517343
UBXD5	1	-	26481361	26505782
CD52	1	+	26516997	26519600
FLJ38020	1	-	26520936	26542929
AIM1L	1	-	26520958	26553208
ZNF683	1	-	26560712	26571853
LIN28	1	+	26609855	26628805
DHDDS	1	+	26631388	26670380
HMGN2	1	+	26671500	26675048
RPS6KA1	1	+	26728835	26774107
RPS6KA1	1	+	26744929	26774107
ARID1A	1	+	26895108	26981188
PIGV	1	+	26987072	26997473
ZDHHC18	1	+	27025787	27054794
SFN	1	+	27062219	27063534
ATPBD1B	1	-	27078459	27089456
GPATCH3	1	-	27089566	27099544
NR0B2	1	-	27110565	27113047
NUDC	1	+	27120810	27145474
C1orf172	1	-	27148647	27159484
LOC388610	1	+	27192784	27199731
FAM46B	1	-	27204099	27211914
SLC9A1	1	-	27297893	27353988
WDTC1	1	+	27433745	27507322
C1orf160	1	+	27521308	27535477
SYTL1	1	+	27541099	27553008
MAP3K6	1	-	27554256	27565924
FCN3	1	-	27568189	27573902
CD164L2	1	-	27578183	27582392
GPR3	1	+	27591738	27594902
WASF2	1	-	27604712	27689256
AHDC1	1	-	27733770	27802691
FGR	1	-	27811388	27825693
FGR	1	-	27811388	27834314
FGR	1	-	27811388	27825338
IFI6	1	-	27865158	27871311
FAM76A	1	+	27925076	27960701
STX12	1	+	27972369	28023401
PPP1R8	1	+	28029879	28050770
C1orf38	1	+	28071641	28085779
RPA2	1	-	28090636	28113823
SMPDL3B	1	+	28134090	28155577
SMPDL3B	1	+	28134090	28158249
XKR8	1	+	28159090	28167191
EYA3	1	-	28173405	28287718
PTAFR	1	-	28348450	28375778
DNAJC8	1	-	28399378	28432129
ATPIF1	1	+	28435197	28437196
SESN2	1	+	28458592	28481588
MED18	1	+	28528135	28535062
PHACTR4	1	+	28568679	28699467
PHACTR4	1	+	28637247	28699467
SNHG3-RCC1	1	+	28705082	28738194
RCC1	1	+	28717331	28738194
TRSPAP1	1	+	28752115	28777643
RAB42	1	+	28791298	28793673
TAF12	1	-	28802199	28842172
hsa-mir-801	1	+	28847698	28847793
GMEB1	1	+	28867830	28913972
YTHDF2	1	+	28935722	28968873
OPRD1	1	+	29011240	29062795
EPB41	1	+	29086214	29319545
TTMB	1	-	29318526	29322994
SFRS4	1	-	29346951	29380948
MECR	1	-	29391971	29430041
PTPRU	1	+	29435633	29525902
MATN1	1	-	30958584	30969474
LAPTM5	1	-	30977902	31003254
SDC3	1	-	31118568	31154067
PUM1	1	-	31176939	31311151
FAM77C	1	-	31425179	31433587
WDR57	1	-	31505001	31542231
ZCCHC17	1	+	31542428	31610367
FABP3	1	-	31610686	31618510
SERINC2	1	+	31658549	31680111
TINAGL1	1	+	31814746	31825872
HCRTR1	1	+	31857227	31865301
PEF1	1	-	31868057	31883064
COL16A1	1	-	31890434	31942355
BAI2	1	-	31965305	32002235
SPOCD1	1	-	32028611	32054167
PTP4A2	1	-	32146379	32176575
KHDRBS1	1	+	32252077	32282058
TMEM39B	1	+	32311115	32341052
KPNA6	1	+	32346230	32414753
TXLNA	1	+	32417931	32436472
CCDC28B	1	+	32438788	32443578
IQCC	1	+	32443858	32446875
C1orf91	1	-	32454386	32460513
EIF3S2	1	+	32460557	32469791
C1orf90	1	+	32485404	32487046
LCK	1	+	32489426	32524352
LCK	1	+	32512298	32524352
HDAC1	1	+	32530294	32571811
MARCKSL1	1	-	32572027	32574410
TSSK3	1	+	32600448	32602509
BSDC1	1	-	32603373	32632614
ZBTB8	1	+	32777358	32844128
ZBTB8OS	1	-	32859893	32888772
RBBP4	1	+	32889410	32918839
SYNC1	1	-	32918564	32933460
KIAA1522	1	+	32980098	33013158
YARS	1	-	33013426	33056220
S100PBP	1	+	33055762	33097062
S100PBP	1	+	33055762	33073252
FNDC5	1	-	33100463	33108934
HPCA	1	+	33124684	33132833
TMEM54	1	-	33132782	33139540
IBRDC3	1	-	33174633	33202301
AK2	1	-	33246172	33275079
AK2	1	-	33251169	33275058
ADC	1	+	33319300	33358581
TRIM62	1	-	33383590	33419854
FLJ25476	1	+	33494760	33538907
PHC2	1	-	33561810	33588086
PHC2	1	-	33561810	33613781
ZNF31	1	+	33710845	33734580
CSMD2	1	-	33752195	34404030
HMGB4	1	+	34098662	34102978
HMGB4	1	+	34102217	34102978
C1orf94	1	+	34415857	34457316
hsa-mir-552	1	-	34907787	34907882
GJB5	1	+	34993307	34996699
GJB4	1	+	34999364	35000514
GJB3	1	+	35019376	35024551
GJB3	1	+	35020497	35024553
GJA4	1	+	35031185	35033933
C1orf212	1	-	35091710	35097932
ZMYM6	1	-	35224354	35270156
ZMYM1	1	+	35317558	35354041
SFPQ	1	-	35421789	35431322
ZMYM4	1	+	35507154	35660131
KIAA0319L	1	-	35671678	35795591
KIAA0319L	1	-	35676729	35795591
NCDN	1	+	35795979	35804965
TFAP2E	1	+	35811557	35833512
PSMB2	1	-	35841326	35879730
FLJ38984	1	-	35952063	35957377
CLSPN	1	-	35974406	36008138
EIF2C4	1	+	36046414	36093775
EIF2C1	1	+	36121396	36162484
EIF2C3	1	+	36169358	36294649
TEKT2	1	+	36322262	36326462
ADPRHL2	1	+	36327072	36332119
COL8A2	1	-	36333432	36338437
TRAPPC3	1	-	36374761	36387654
RPRC1	1	+	36394389	36419023
THRAP3	1	+	36462633	36542744
C1orf113	1	+	36545304	36563071
C1orf78	1	-	36560218	36562342
STK40	1	-	36577811	36624072
LSM10	1	-	36631617	36636080
C1orf102	1	-	36656094	36688639
C1orf102	1	-	36666487	36688639
MRPS15	1	-	36693959	36702556
CSF3R	1	-	36704231	36721096
GRIK3	1	-	37039200	37272431
ZC3H12A	1	+	37712739	37722563
C1orf149	1	-	37730762	37752951
SNIP1	1	-	37774731	37792490
DNALI1	1	+	37795106	37805044
GNL2	1	-	37805004	37834083
RSPO1	1	-	37849537	37873078
C1orf109	1	-	37919836	37928779
CDCA8	1	+	37930745	37947976
EPHA10	1	-	37952147	37994950
EPHA10	1	-	37998544	38003376
MANEAL	1	+	38032360	38039390
MANEAL	1	+	38033746	38039807
YRDC	1	-	38041200	38046452
C1orf122	1	+	38046555	38047713
MTF1	1	-	38047826	38097879
INPP5B	1	-	38098955	38185316
SF3A3	1	-	38195240	38228348
FHL3	1	-	38235030	38243821
UTP11L	1	+	38251000	38262078
POU3F1	1	-	38282109	38285037
RRAGC	1	-	39077607	39097927
MYCBP	1	-	39101223	39111637
GJA10	1	-	39112325	39119876
RHBDL2	1	-	39124065	39180043
C1orf108	1	+	39229503	39243566
NDUFS5	1	+	39264592	39272873
MACF1	1	+	39319704	39725376
MACF1	1	+	39569396	39725376
BMP8A	1	+	39729904	39768126
PABPC4	1	-	39799074	39815003
HEYL	1	-	39861690	39877935
NT5C1A	1	-	39897379	39910297
HPCAL4	1	-	39917238	39929676
PPIE	1	+	39977116	40002172
PPIE	1	+	39977116	39991965
BMP8B	1	-	39996489	40027120
OXCT2	1	-	40007784	40009607
TRIT1	1	-	40079314	40121764
MYCL1	1	-	40133684	40140274
MYCL1	1	-	40137872	40140274
MFSD2	1	+	40193396	40208214
CAP1	1	+	40279014	40310907
PPT1	1	-	40310970	40335555
RLF	1	+	40399647	40479178
TMCO2	1	+	40486159	40489950
ZMPSTE24	1	+	40496365	40532438
COL9A2	1	-	40538749	40555526
SMAP1L	1	+	40612314	40661579
ZNF643	1	+	40688365	40701939
ZNF642	1	+	40715888	40734601
C1orf176	1	+	40747019	40754799
ZNF684	1	+	40769819	40786426
RIMS3	1	-	40858938	40903911
NFYC	1	+	40929951	41009860
hsa-mir-30e	1	+	40992614	40992705
hsa-mir-30c-1	1	+	40995543	40995631
KCNQ4	1	+	41022270	41076947
CITED4	1	-	41099315	41100605
CTPS	1	+	41218029	41250815
SLFNL1	1	-	41253855	41259974
SCMH1	1	-	41265461	41399633
SCMH1	1	-	41265463	41480375
EDN2	1	-	41717035	41722884
HIVEP3	1	-	41748271	42156782
GUCA2B	1	+	42391678	42394082
GUCA2A	1	-	42400948	42402982
FOXJ3	1	-	42414797	42573490
FAM80A	1	+	42619068	42653430
ZMYND12	1	-	42668681	42694514
PPCS	1	+	42694759	42698672
PPIH	1	+	42896634	42915015
YBX1	1	+	42920652	42940604
CLDN19	1	-	42971350	42978512
LEPRE1	1	-	42984632	43005270
C1orf50	1	+	43005526	43013997
CCDC23	1	-	43045319	43055510
ERMAP	1	+	43055362	43083247
ERMAP	1	+	43063835	43083247
ZNF691	1	+	43084866	43090731
SLC2A1	1	-	43164105	43197088
EBNA1BP2	1	-	43402442	43410518
WDR65	1	+	43410612	43449136
TMEM125	1	+	43508993	43512259
C1orf210	1	-	43520145	43523826
TIE1	1	+	43539250	43561365
MPL	1	+	43576061	43592721
CDC20	1	+	43597212	43601458
ELOVL1	1	-	43601659	43606286
MED8	1	-	43622175	43628070
MED8	1	-	43622984	43628070
C1orf84	1	+	43628142	43645151
C1orf84	1	+	43628142	43667747
C1orf84	1	+	43628142	43651049
KIAA0467	1	+	43661383	43690891
HYI	1	-	43689415	43692505
PTPRF	1	+	43769133	43861929
JMJD2A	1	+	43888383	43943775
ST3GAL3	1	+	43945804	44169417
ARTN	1	+	44171578	44175471
ARTN	1	+	44173617	44175471
ARTN	1	+	44173887	44175471
ARTN	1	+	44174240	44175471
IPO13	1	+	44185229	44206011
DPH2	1	+	44208239	44211630
ATP6V0B	1	+	44213188	44216558
B4GALT2	1	+	44217452	44229426
B4GALT2	1	+	44218769	44229426
CCDC24	1	+	44229866	44234783
SLC6A9	1	-	44234742	44255584
SLC6A9	1	-	44234742	44269721
KLF17	1	+	44357108	44373394
DMAP1	1	+	44451711	44458938
PRNPIP	1	-	44459329	44593526
C1orf164	1	+	44643546	44889983
TMEM53	1	-	44892088	44912686
MGC33556	1	+	44912980	44963848
KIF2C	1	+	44978137	45005993
RPS8	1	+	45013832	45016998
BEST4	1	-	45021843	45026013
PLK3	1	+	45038622	45044253
LOC343521	1	-	45044176	45045544
PTCH2	1	-	45060674	45081203
EIF2B3	1	-	45089036	45224869
HECTD3	1	-	45240800	45249387
UROD	1	+	45250416	45253928
GLOXD1	1	+	45565131	45566931
MUTYH	1	-	45567500	45578374
MUTYH	1	-	45567500	45578216
MUTYH	1	-	45567500	45578729
TOE1	1	+	45577928	45581960
TESK2	1	-	45582141	45729427
MMACHC	1	+	45738577	45749313
PRDX1	1	-	45749294	45760196
AKR1A1	1	+	45789084	45808307
NASP	1	+	45822303	45857154
CCDC17	1	-	45858303	45862260
GPBP1L1	1	-	45865567	45899398
TMEM69	1	+	45926433	45932695
IPP	1	-	45936995	45984720
MAST2	1	+	46041871	46274383
PIK3R3	1	-	46278400	46370901
TSPAN1	1	+	46418798	46424217
POMGNT1	1	-	46426940	46436708
C1orf190	1	+	46441592	46509912
RAD54L	1	+	46486003	46516732
LRRC41	1	-	46516659	46541625
UQCRH	1	+	46541966	46555032
NSUN4	1	+	46578976	46603277
FAAH	1	+	46632578	46652099
DMBX1	1	+	46745254	46752471
FLJ32011	1	-	46783902	46788271
MKNK1	1	-	46795677	46842473
MKNK1	1	-	46796839	46832405
MOBKL2C	1	-	46845978	46855093
MOBKL2C	1	-	46845978	46853392
ATPAF1	1	-	46870999	46906686
KIAA0494	1	-	46913419	46957323
CYP4B1	1	+	47037328	47057672
CYP4A11	1	-	47167434	47180004
CYP4X1	1	+	47261826	47289009
CYP4Z1	1	+	47305746	47356579
CYP4A22	1	+	47375693	47387113
PDZK1IP1	1	-	47421847	47428358
TAL1	1	-	47454550	47468030
STIL	1	-	47488397	47552406
CMPK	1	+	47572174	47617097
FOXE3	1	+	47654330	47656310
FOXD2	1	+	47674275	47678949
SLC5A9	1	+	48460990	48486903
SPATA6	1	-	48536864	48710432
AGBL4	1	-	48822128	49283973
C1orf165	1	-	48966128	49015090
ELAVL4	1	+	50347224	50439641
FAF1	1	-	50679522	51198524
CDKN2C	1	+	51206954	51212893
CDKN2C	1	+	51208229	51212895
RNF11	1	+	51474558	51511797
EPS15	1	-	51592523	51757583
OSBPL9	1	+	51855351	52026724
OSBPL9	1	+	51968080	52026724
OSBPL9	1	+	51968110	52026724
NRD1	1	-	52027470	52117010
RAB3B	1	-	52157424	52228936
TXNDC12	1	-	52258394	52293635
KTI12	1	-	52270364	52272060
BTF3L4	1	+	52294560	52326650
ZFYVE9	1	+	52380633	52584945
ZFYVE9	1	+	52380633	52502306
CC2D1B	1	-	52588854	52604452
ORC1L	1	-	52611089	52642719
PRPF38A	1	+	52642823	52656438
PRPF38A	1	+	52642887	52655284
ZCCHC11	1	-	52661537	52791331
GPX7	1	+	52840631	52847310
MGC52498	1	+	52871653	52895324
C1orf163	1	-	52925101	52936626
ZYG11B	1	+	52964768	53063913
ECHDC2	1	-	53134492	53159986
SCP2	1	+	53165535	53289870
SCP2	1	+	53165535	53232490
SCP2	1	+	53253197	53289870
PODN	1	+	53300472	53323761
SLC1A7	1	-	53325443	53380837
CPT2	1	+	53434688	53452455
C1orf123	1	-	53452361	53458877
MAGOH	1	-	53465153	53476795
LRP8	1	-	53483799	53566409
LRP8	1	-	53483804	53566314
DMRTB1	1	+	53697659	53705746
GLIS1	1	-	53744493	53972465
TMEM48	1	-	54005977	54076763
YIPF1	1	-	54089994	54128041
DIO1	1	+	54132448	54149346
C1orf41	1	-	54159823	54183876
LRRC42	1	+	54184624	54206427
LDLRAD1	1	-	54247093	54256391
TMEM59	1	-	54269938	54291699
C1orf83	1	+	54291861	54338004
CDCP2	1	-	54377255	54392031
LOC606495	1	-	54424414	54438273
MRPL37	1	+	54438427	54456638
SSBP3	1	-	54464783	54644567
SSBP3	1	-	54464783	54644680
C1orf191	1	+	54476297	54477323
ACOT11	1	+	54786488	54848588
ACOT11	1	+	54786488	54873005
C1orf179	1	-	54847441	54861786
C1orf175	1	+	54880031	54948527
TTC4	1	+	54954143	54980568
PARS2	1	-	54995160	55002775
TTC22	1	-	55022812	55039459
C1orf177	1	+	55044323	55080511
